Instruction_1.started,Instruction_1.stopped,key_resp.keys,調査協力者ID,date,expName,psychopyVersion,OS,frameRate,Testing.started,Testing.stopped,key_resp_5.keys,key_resp_5.corr,testingLoop.thisRepN,testingLoop.thisTrialN,testingLoop.thisN,testingLoop.thisIndex,testingLoop.ran,ss_Testing.started,ss_Testing.stopped,key_resp_13.keys,key_resp_13.corr,ss_TestingLoop.thisRepN,ss_TestingLoop.thisTrialN,ss_TestingLoop.thisN,ss_TestingLoop.thisIndex,ss_TestingLoop.ran,nb1TestingInstruct.started,nb1TestingInstruct.stopped,nb1TestingDisplay.started,nb1TestingDisplay.stopped,nb1TestingNumber.started,nb1TestingNumber.stopped,nb1TestingResponse.started,nb1TestingResponse.stopped,key_resp_20.keys,key_resp_20.corr,nb1TestingLoop.thisRepN,nb1TestingLoop.thisTrialN,nb1TestingLoop.thisN,nb1TestingLoop.thisIndex,nb1TestingLoop.ran,nb1TestingPreLocation,nb1TestingLocation,nb1TestingDistance,nb1TestingFixationNumber,nb1TestingCorrResp,nb1Testingvisual_hemifield,nb2TestingInstruct.started,nb2TestingInstruct.stopped,nb2TestingDisplay_1.started,nb2TestingDisplay_1.stopped,nb2TestingDisplay_2.started,nb2TestingDisplay_2.stopped,nb2TestingResponse.started,nb2TestingResponse.stopped,key_resp_29.keys,key_resp_29.corr,nb2TestingLoop.thisRepN,nb2TestingLoop.thisTrialN,nb2TestingLoop.thisN,nb2TestingLoop.thisIndex,nb2TestingLoop.ran,nb2TestingPreLocation,nb2TestingLocation,nb2TestingDistance,nb2TestingCorrResp,nb2TestingInterference,nb2Testingvisual_hemifield,key_resp_5.rt,key_resp_5.duration,key_resp_13.rt,key_resp_13.duration,key_resp_20.rt,key_resp_20.duration,key_resp_29.rt,key_resp_29.duration,id,time
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,412.3507,414.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,414.0177,415.5342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,415.5368,417.0345,417.0349,417.9842,,1.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,6.0,left,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,417.9869,419.5011,419.5053,420.4512,,1.0,0.0,1.0,1.0,1.0,1.0,11.0,7.0,4.0,3.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,420.4543,421.9514,421.9551,423.735,,1.0,0.0,2.0,2.0,2.0,1.0,7.0,8.0,1.0,0.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,423.7378,425.2513,425.2547,426.5683,,1.0,0.0,3.0,3.0,3.0,1.0,8.0,12.0,4.0,8.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,426.5715,428.0688,428.0723,429.5181,,1.0,0.0,4.0,4.0,4.0,1.0,12.0,12.0,0.0,4.0,left,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,429.5212,431.0185,431.0221,432.4351,,1.0,0.0,5.0,5.0,5.0,1.0,12.0,0.0,3.0,6.0,right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,432.4382,433.9352,433.9389,435.3854,,1.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,0.0,5.0,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,435.3889,436.9019,436.9043,438.3187,,1.0,0.0,7.0,7.0,7.0,1.0,0.0,1.0,1.0,3.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,438.3218,439.8355,439.8392,440.9689,,1.0,0.0,8.0,8.0,8.0,1.0,1.0,3.0,2.0,3.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,440.9719,442.4856,442.4885,443.7856,,1.0,0.0,9.0,9.0,9.0,1.0,3.0,2.0,1.0,7.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,443.7883,445.2858,445.2894,446.5193,,1.0,0.0,10.0,10.0,10.0,1.0,2.0,6.0,4.0,8.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,446.5224,448.0196,448.0234,449.3027,,1.0,0.0,11.0,11.0,11.0,1.0,6.0,6.0,0.0,0.0,left,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,449.3063,450.8196,450.823,452.0865,,1.0,0.0,12.0,12.0,12.0,1.0,6.0,6.0,0.0,8.0,left,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,452.0894,453.6028,453.6062,454.5531,,1.0,0.0,13.0,13.0,13.0,1.0,6.0,10.0,4.0,0.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,454.5563,456.0531,456.0561,457.3031,,1.0,0.0,14.0,14.0,14.0,1.0,10.0,8.0,2.0,7.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,457.3062,458.82,458.8235,460.3203,,1.0,0.0,15.0,15.0,15.0,1.0,8.0,8.0,0.0,4.0,left,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,460.3235,461.8369,461.8404,463.0372,,1.0,0.0,16.0,16.0,16.0,1.0,8.0,6.0,2.0,4.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,463.0398,464.5535,464.5571,465.7536,,1.0,0.0,17.0,17.0,17.0,1.0,6.0,9.0,3.0,5.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,465.7568,467.2539,467.2574,468.2033,,1.0,0.0,18.0,18.0,18.0,1.0,9.0,9.0,0.0,1.0,left,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,468.2062,469.7041,469.7076,470.8541,,1.0,0.0,19.0,19.0,19.0,1.0,9.0,5.0,4.0,5.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,470.8577,472.3705,472.3741,473.6206,,1.0,0.0,20.0,20.0,20.0,1.0,5.0,4.0,1.0,9.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,473.6237,475.1211,475.1248,477.0376,,1.0,0.0,21.0,21.0,21.0,1.0,4.0,4.0,0.0,10.0,left,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,477.0409,478.5379,478.5414,479.7709,,1.0,0.0,22.0,22.0,22.0,1.0,4.0,2.0,2.0,10.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,479.774,481.2714,481.2752,482.621,,1.0,0.0,23.0,23.0,23.0,1.0,2.0,14.0,3.0,9.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,482.6243,484.1213,484.1251,485.4381,,1.0,0.0,24.0,24.0,24.0,1.0,14.0,11.0,3.0,1.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,485.4411,486.9544,486.957,488.1383,,1.0,0.0,25.0,25.0,25.0,1.0,11.0,13.0,2.0,3.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,488.1413,489.6384,489.6414,490.6383,,1.0,0.0,26.0,26.0,26.0,1.0,13.0,13.0,0.0,5.0,left,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,490.6416,492.155,492.158,493.6213,,1.0,0.0,27.0,27.0,27.0,1.0,13.0,14.0,1.0,6.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,493.6243,495.1218,495.1253,496.272,,1.0,0.0,28.0,28.0,28.0,1.0,14.0,2.0,3.0,7.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,496.2749,497.7887,497.7918,499.2889,,1.0,0.0,29.0,29.0,29.0,1.0,2.0,2.0,0.0,7.0,left,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.8753,554.2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.2918,555.7919,,,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.792,557.292,,,,,,,,,,,,,,,,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.2955,559.0587,,1.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,0.0,left,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.0606,560.7258,,1.0,0.0,1.0,1.0,1.0,1.0,3.0,9.0,3.0,right,0.0,1.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.7301,562.0255,,1.0,0.0,2.0,2.0,2.0,1.0,9.0,2.0,1.0,right,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0278,563.4921,,1.0,0.0,3.0,3.0,3.0,1.0,2.0,9.0,0.0,left,0.0,1.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.4958,564.9092,,1.0,0.0,4.0,4.0,4.0,1.0,9.0,4.0,2.0,right,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.9112,566.4096,,1.0,0.0,5.0,5.0,5.0,1.0,4.0,10.0,1.0,right,0.0,1.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.413,567.8929,,1.0,0.0,6.0,6.0,6.0,1.0,10.0,6.0,2.0,right,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.8966,569.4428,,1.0,0.0,7.0,7.0,7.0,1.0,6.0,6.0,4.0,right,1.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.4454,572.2093,,1.0,0.0,8.0,8.0,8.0,1.0,6.0,7.0,1.0,right,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.2132,573.5762,,1.0,0.0,9.0,9.0,9.0,1.0,7.0,6.0,0.0,left,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5799,574.9429,,1.0,0.0,10.0,10.0,10.0,1.0,6.0,5.0,2.0,right,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.9467,576.5267,,1.0,0.0,11.0,11.0,11.0,1.0,5.0,10.0,4.0,right,0.0,1.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.5284,577.7764,,1.0,0.0,12.0,12.0,12.0,1.0,10.0,2.0,3.0,right,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.7787,578.8763,,1.0,0.0,13.0,13.0,13.0,1.0,2.0,13.0,3.0,right,0.0,1.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.8796,580.26,,1.0,0.0,14.0,14.0,14.0,1.0,13.0,3.0,1.0,right,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.2617,581.6932,,1.0,0.0,15.0,15.0,15.0,1.0,3.0,1.0,3.0,right,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.6959,583.3267,,1.0,0.0,16.0,16.0,16.0,1.0,1.0,3.0,0.0,left,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
,,,ZjxfZMSsl3ec,2025-02-17,Reaction Survey,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.3286,584.4437,,1.0,0.0,17.0,17.0,17.0,1.0,3.0,1.0,0.0,left,0.0,2.0,,,,,,,,,zjxfzmssl3ec,T2
